rows,cleaning_time,kmeans_time,kmeans_inertia
500,0.22586798667907715,0.14491653442382812,0.4615657012916634
1000,0.2244112491607666,0.15392374992370605,0.4557417966222896
1500,0.22387290000915527,0.6349751949310303,0.6049059896451504
2000,0.2608489990234375,0.18889093399047852,0.5748739844535531
2500,0.44979190826416016,0.17290043830871582,0.9300971028783401
3000,0.39377498626708984,0.16190862655639648,0.6055072340359566
3500,0.46173596382141113,0.22786879539489746,0.3513940447256126
4000,0.5466854572296143,0.34780335426330566,0.5059390236915042
4500,1.1843211650848389,0.24749469757080078,0.5018375908098909
5000,1.1418063640594482,0.31382203102111816,0.6239026950364597
5500,1.2902636528015137,0.22287440299987793,0.4283433216927741
6000,0.9181692600250244,0.22787094116210938,0.30455754877460184
6500,1.302009105682373,0.26485109329223633,0.4285460138540149
7000,1.3231909275054932,0.24785947799682617,0.7806511935946672
7500,1.2328765392303467,0.34780049324035645,0.5531840496231599
8000,1.8838565349578857,0.26784706115722656,0.4557841539594385
8500,1.367218017578125,0.31981897354125977,0.4700049908775869
9000,1.5275640487670898,0.31981778144836426,0.5159638851961559
9500,1.5880913734436035,0.26584839820861816,0.5459924866128081
10000,1.622826337814331,0.2988307476043701,0.42006180375065805
10500,1.3872060775756836,0.3308119773864746,0.30041351998264565
11000,1.493940830230713,0.3278827667236328,0.3828546680619367
11500,1.838484764099121,0.3166050910949707,0.3762834189840565
12000,1.8629345893859863,0.47772765159606934,0.3237911969207865
12500,1.5140361785888672,0.37178802490234375,0.3793451700133209
13000,2.396705150604248,0.5486881732940674,0.6925409649721318
13500,1.9536919593811035,0.6006565093994141,0.7563066233211015
14000,1.6150753498077393,0.757568359375,0.8516516066481765
14500,2.5983879566192627,0.7454535961151123,0.459755966518146
15000,2.4069182872772217,0.6626195907592773,0.6203484828423707
15500,2.668564558029175,0.5306973457336426,0.5245795149952119
16000,2.361971855163574,0.45574045181274414,0.6949896575719177
16500,2.593905448913574,0.694603443145752,0.33480252277732775
17000,2.1057891845703125,0.8345234394073486,0.4958703764391476
17500,2.5535693168640137,0.8100810050964355,0.8125746969989981
18000,1.851276159286499,0.46006298065185547,0.15082879783020817
18500,1.8154399394989014,0.393768310546875,0.5293838692263408
19000,2.147958278656006,0.5947387218475342,0.44773413681961455
19500,2.267329454421997,0.5152435302734375,0.5806503964376177
20000,2.370859384536743,0.6906044483184814,0.8123738610154572
20500,3.7020177841186523,0.7207136154174805,0.6116799021130462
21000,2.757624864578247,0.6466293334960938,0.4142848484249769
21500,3.5228028297424316,0.8570454120635986,0.5198727739765597
22000,2.091670274734497,0.5093841552734375,0.6883290156647394
22500,2.7689528465270996,0.6781399250030518,0.6687778429596636
23000,2.829169273376465,0.6476278305053711,0.3353176422173975
23500,2.76824688911438,0.6636204719543457,0.5491145029002689
24000,2.7176191806793213,0.5966594219207764,0.41575647831707785
24500,2.8749630451202393,0.6876063346862793,0.5583847092868987
25000,2.9423346519470215,0.622438907623291,0.5426695596310491
